New Sentence, Luganda - Translation,Swahili - Translation,Sentiment code
The company hired the best language interpreter in the country.,Kampuni yafuna omutaputa w'ennimi asinga mu ggwanga.,Kampuni ile ilimuajiri mkalimani bora nchini.,Pos
The children love watching that television channel.,Abaana baagala okulaba ttivvi eyo.,Watoto hawa wanapenda kutazama chaneli ile ya televisheni.,Pos
"Unfortunately, many employees from our company were fired.","Eky'omukisa omubi, abakozi bangi ku kampuni yaffe baagobeddwa.","Kwa bahati mbaya, wafanyakazi wengi katika kampuni yetu walifukuzwa.",Neg
She dislikes drinking milk with too much sugar.,Tayagala kunywa mata galimu sukaali mungi.,Hapendi kunywa maziwa yakiwa na sukari nyingi.,Neg
This is one of the most powerful churches in our town.,Eno y'emu ku kkanisa ezisinga okuba ez'amaanyi mu kibuga kyaffe.,Hili ni moja ya makanisa yenye nguvu katika mji wetu.,Pos
I am relieved because I got to know the good side of the story.,Nzikakkanye kubanga nasobodde okumanya obulungi obuli mu mboozi.,Nilijisikia vizuri kwasababu nilifahamu upande mzuri wa stori.,Pos
She was overjoyed when her boyfriend proposed to her.,Yajjula essanyu nga muganzi we amusabye obufumbo.,Alifurahi sana mpenzi wake alipomposa.,Pos
The accountant refused to be part of this meeting.,Omubalirizi w'ebitabo yagaanye okubeera mu lukiiko luno.,Mhasibu yule alikataa kuwa sehemu ya kikao hiki.,Neg
I was happy when I saw the video that you recorded.,Nasanyuse nga ndabye vidiyo gye wakutte.,Nilifurahi nipooona video uliyorikodi.,Pos
He is my good friend.,Mukwano gwange mulungi.,Ni rafiki yangu mwema.,Pos
The baby feels bad because it's too hot today.,Omwana awulira bubi nnyo kubanga waliyo ebbugumu lingi olwaleero..,Mtoto huyu hajisikii vizuri kwasababu ya joto kali leo.,Neg
I removed all the negative comments from the notice board.,Obubaka bwonna obumalamu amaanyi nabuggye ku lubaawo olutimbwako ebimanyiso.,Niliondoa maoni mabaya yote katika ubao wa matangazo.,Neg
I love all my five brothers.,Njagala baganda bange/bannyinaze bonna abataano.,Nawapenda kaka zangu wote watano.,Pos
His videos are embarrassing.,Vidiyo ze ziswaza.,Video zake zinaaibisha.,Neg
The whole experience was a hideous nightmare.,Ekyokuyiga kyonna kyali kirooto kya ntiisa.,Uzoefu wake wote ulikuwa ni jinamizi la kutisha.,Neg
The dog bit and destroyed all the pillows.,Embwa yalidde obutto bwonna n'ebwonoona.,Mbwa yule aling'ata na kuharibu mito yote.,Neg
She had a desperate longing to go back.,Yalina okuyaayaana okw'amaanyi okudda ewaka.,Alikuwa ni mwenye kukata tamaa na kujiandaa kurudi.,Neg
There was an ugly scar below his left eye.,Wansi w'eriiso lye erya kkono waaliyo enkovu embi.,Palikuwa na na kovu baya chini ya jicho lake la kushoto.,Neg
His apartment is in a really good location.,Ekisulo kye kiri mu kifo kirungi nnyo.,Pango lake lipo mahli mazuri mno.,Pos
It works perfectly on a desktop.,Kikola bulungi ku kompyuta ey'oku mmeeza.,Nafanya kazi kiukamilifu kwenye kompyuta ya mezani.,Pos
That show is inappropriate for children.,Omwoleso ogwo si mulungi eri abaana.,Tamasha lile sio sahihi kwa watoto.,Neg
You did well on the project.,Wakoze bulungi ku pulojekiti.,Ulifanya vizuri kwenye ile kazi mradi.,Pos
Today was so peaceful.,Olwaleero lubaddemu emirembe mingi.,Leo palikuwa pametulia sana.,Pos
His friends are upset with him.,Mikwano gye minyiivu gy'ali.,Marafiki zake wamemkasirikia.,Neg
The airplane landed safely.,Ennyonyi yagudde bulungi.,Ndege ilitua salama.,Pos
He looks adorable when he is sleeping.,Alabika bulungi nga yeebase.,Huwa anapendeza akiwa analala.,Pos
He had the advantage of a good education.,Yalina enkizo ey'obuyigirize obulungi.,Alikuwa na faida na elimu mzuri.,Pos
The lazy mother starved her children.,Maama omugayaavu yalumya abaana be enjala.,Mama yule mvivu anawatesa wanawe.,Neg
Last semester was amazing.,Olusoma oluwedde lwali lulungi nnyo.,Muhula wa mwisho ulikua mzuri.,Pos
I find monkeys repulsive.,Enkima zintama.,Nimekuta nyani wenye kutisha.,Neg
I was a fool to believe you.,Nali mussiru okukukkiriza.,Nilikua mjinga kukuamini.,Neg
I like your new phone case.,Njagala ekisabika ky'essimu yo ekipya.,Nimeipenda kesi mpya ya simu yako.,Pos
He is a great musician.,Muyimbi mulungi nnyo.,Ni mwanamuziki mkubwa.,Pos
The room was filled with excitement.,Ekisenge kyajjula essanyu.,Chumba kile kilijawa na furaha.,Pos
Our mother is very considerate of our feelings.,Nnyaffe afaayo nnyo eri empulira zaffe.,Mama yetu yupo makini sana na hisia zetu.,Pos
He has a repulsive character.,Mukongozzi mubi.,Ana tabia mbaya.,Neg
His employees enjoy a lot of benefits.,Abakozi be banyumirwa ebintu bingi ebibaweebwa.,Wafanyakazi wake wanafurahia faida kubwa.,Pos
I had a lousy weekend.,Nabadde n'enkomerero ya wiiki embi.,Nikuwa na mwisho wa juma wa kawaida kabisa.,Neg
God blessed her with good friends.,Mukama yamuwa emikwano emirungi.,Mungu alimbariki kwa marafiki wema.,Pos
He is a crook and a liar.,Mumenyi wa mateeka ate era mulimba.,Ni mhalifu na muingo.,Neg
I had an amazing night.,Nabadde n'ekiro ekirungi.,Nilikuwa na usiku mzuri. ,Pos
Your message was very positive.,Obubaka bwo bwabadde buzzaamu nnyo amaanyi.,Ujumbe wako ulikuwa na faida sana.,Pos
Her mother was tortured to death.,Nnyina yatulugunyizibwa mpaka kufa.,Mama yake aliteswa mpaka kufa.,Neg
The cake was poorly decorated.,Kkeeci yatoneddwa bubi.,Keki ile imetengenezawa kwa kiwango cha chini sana.,Neg
I am glad I could talk to you.,Ndi musanyufu okuba nga nasobola okwogera naawe.,Nina furaha ningeweza kuzungumza na wewe.,Pos
That show makes me happy.,Omwoleso ogwo gunsanyusa.,Tamasha lile limenifurahisha.,Pos
The writer came up with an amazing storyline.,Omuwandiisi yawandiise omuluko gw'emboozi omulungi.,Mwandishi alikuja na hadithi nzuri.,Pos
She sells beautiful paintings.,Atunda ebisiige ebirungi.,Anauza vinyago vizuri.,Pos
I hurt my foot yesterday.,Nakosezza ekiger kyange olunaku lw'eggulo.,Niliumia mguu jana.,Neg
She had a good reason for her actions.,Yalina ensonga ey'essimba ku bikolwa bye.,Alikua na uamuzi mzuri kwa utendaji wake.,Pos
She looks ugly in all the pictures.,Afaanana bubi mu bifaananyi byonna.,Anaonekana mbaya katika picha zote.,Neg
I have bad news for you.,Nnina amawulire amabi gy'oli.,Nina taarifa mbaya kuhusu wewe.,Neg
I am so happy to meet you.,Ndi musanyufu okukusisinkana.,Nina furaha kukutana na wewe.,Pos
We passed our college exams.,Twayita ebigezo byaffe ebya kkolegi.,Tulifaulu mitihani yetu ya chuoni.,Pos
He discouraged me from creating another account.,Yannemesa okuggulawo akaawunti endala.,Alinikatisha tamaa kufungua akaunti nyingine.,Neg
He showed us a better way to do it.,Yatulaze engeri esinga ey'okukikola.,Alituonesha njia bora zaidi ya kufanya hilo.,Pos
Her foot keeps getting worse.,Ekigere kye kyongera kusajjuka.,Mguu wake unazidi kuharibika.,Neg
His graduation party was so much fun.,Akabaga k'amatikkira ge kaali kanyuvu nnyo.,Sherehe yake ya mahafali ilifana sana.,Pos
The thought of being left alone filled her with horror.,Ekirowoozo ky'okulekebwawo yekka kyamujjuza entiisa.,Wazo la la kuachwa mwenyewe lilimhofisha.,Neg
Our manager is deeply pessimistic about his future.,Maneja waffe alaba ng'ebiseera bye eby'omu maaso bya kazigizigi.,Meneja wetu amekata tamaa kabisa kuhusu mipango yake ijayo.,Neg
I look hideous in this dress.,Ndabika bubi mu kiteeteeyi kino.,Ninaonekana mwenye kutisha nikiwa na nguo hii.,Neg
His words were so hurtful.,Ebigambo bye byali biruma nnyo.,Maneno yake yalikuwa yenye kuumiza sana.,Neg
I have perfected the dance routine.,Nkutte entambula y'amazina.,Nina ratiba kamili ya unenguaji.,Pos
My house was destroyed by the rain.,Ennyumba yange enkuba yagisaanyaawo.,Nyumba yangu imeharibiwa kwa mvua ile.,Neg
The city streets are filthy.,Ebitaala by'omu kibuga bicaafu nnyo.,Mitaa ya mijini ni kichafu,Neg
I love your Christmas decorations.,Njagala okutona kwo okwa Ssekukkulu.,Ninayapenda mapambo yako ya Krismasi.,Pos
I have a very boring routine.,Enteekateeka yange ey'emirimu ebowa nnyo.,Nina ratiba mbaya sana.,Neg
My life has gotten better since I joined Twitter.,Obulamu bwange butereddemu okuva lwe neeyunga ku Twitter.,Maisha yangu yamekuwa mazuri tangu nilipojiunga na Twita.,Pos
I realized I had made a fatal error.,Nakizuula nga nali nkoze ensobi nnene.,Nilitambua kuwa nilifanya kosa baya.,Neg
The weather is unfavorable to our plans.,Embeera y'obudde si nnungi eri enteekateeka zaffe.,Hali ya hewa sio rafiki kwa mipango yetu.,Neg
I met some rude Italians on my way here.,Nasisinkanye Abayitale ab'ebboggo nga nzija wano.,Nilikutana na baadhi ya Waitaliano jeuri nilipokuwa njiani nakuja huku.,Neg
We had a disastrous camping holiday.,Twalina oluwummula lw'okusiisira olubi ennyo.,Tulikuwa na kambi mbaya za mapumziko.,Neg
I followed the wrong people and got lost.,Nagoberedde abantu bakyamu era ne mbula.,Niliwafuatisha watu wa hovyo na nilipotea.,Neg
It is good to clean your house every day.,Kirungi okulongoosa ennyumba yo buli lunaku.,Ni vizuri kusafisha nyumba yako kila siku.,Pos
I am very annoyed with my mother.,Ndi munyiivu nnyo eri mmange.,Nimeudhiwa sana na mama yangu.,Neg
I hate the people at my office.,Saagala bantu abali ku woofiisi yange.,Ninawachukia watu wa ofisini kwangu.,Neg
I had a good conversation with him.,Nanyumya bulungi naye.,Nilikuwa na mazungumzo mazuri pamoja naye.,Pos
I feel better after resting.,Mpulira bulungi oluvannyuma lw'okuwummulamu.,Ninajisikia vizuri baada ya kupumzika.,Pos
This is the most boring party I have been to.,Kano ke kabaga akakyasinze okubowa ke nali mbaddeko.,Hii ni sherehe ambayo imepoa zaidi ya nilizozihudhuria.,Neg
He hates it when people ignore him.,Kimunyiiza ng'abantu bamwebalamye.,Anachukia pale ambapo watu wanamdharau.,Neg
I am certain that it will work out.,Nkakasa nti kijja kukola bulungi.,Nina hakika itafanikiwa tu.,Pos
I am having a terrible day.,Olunaku luntambulira bubi.,Nina siku mbaya sana.,Neg
She is a popular musician.,Muyimbi mwatiikirivu.,Ni mwanamuziki maarufu.,Pos
The flight attendants were smartly dressed.,Abagenda okulinnya ennyonyi baali bambadde bulungi.,Wahudumu wa ndege walivaa vizuri.,Pos
I respect every mother in the world.,Buli maama yenna mu nsi mmuwa ekitiibwa.,Ninamheshimu kila mama duniani.,Pos
That movie was awesome.,Ffirimu eyo yabadde nnungi.,Filamu ile ilikuwa mzuri.,Pos
We are super excited about their new song.,Twesunze nnyo oluyimba lwabwe oluggya.,Tuna shauku ya hali ya juu ujio wa wimbo wao mpya.,Pos
I like sleeping with the lights off.,Njagala okwebaka ng'ettaala ziggyiddwako.,Ninapenda kulala giza.,Pos
I like hanging out with my cousins.,Njagala okucakala ne bakizibwe bange.,Ninapenda kutembea pamoja na binamu zangu.,Pos
I was a very disobedient child.,Nnali mwana mutengufu nnyo.,Nilikuwa mtoto mtukutu sana.,Neg
I hate living with lazy people.,Saagala kubeera na bantu bagayaavu.,Ninachukia kuishi pamoja na watu wavivu.,Neg
What an amazing story!,Emboozi nnyuvu okukamala!,Ni stori ya ajabu!,Pos
"Sadly, the beer was too expensive for him to buy.","Eky'ennaku, omwenge gwali gwa bbeeyi nnyo nga tasobola kugugula.","Huzuni, bia ile ni ghali sana kwa yeye kuinunua.",Neg
It was very thoughtful of you to invite me to your wedding.,Kyali kirowoozo kirungi okumpita ku mbaga yo.,Ilinifikirisha sana kwa wewe kunialika katika ndoa yako.,Pos
Their new album consists of only nice songs.,Olutambi lwabwe olupya lulimu ennyimba nnungi zokka.,Albamu yao mpya imekusanya nyimbo nzuri tu.,Pos
They are such an insufferable couple.,Baagalana abataguminkiriza.,Kuna wale wapenzi waiovumilika.,Neg
We received several complaints about the new episode.,Twafunye okwemulugunya okw'enjawulo ku lulaga olupya.,Tulipokea malalamiko mengi kuhusu toleo jipya.,Neg
She is a very optimistic person.,Muntu alin essuubi eringi.,Ni mtu mwenye matumaini sana.,Pos
The supervisor was unamused by my incomplete project.,Kalabaalaba teyasanyukira pulojekiti yange etaggwa.,Msimamizi wa kazi hakufurahishwa kwa kutomaliza kazi yangu.,Neg
I had a peaceful stay in Malaysia.,Nabeera bulungi mu ggwanga lya Malaysia.,Nilikuwa na makazi mema Malaysia.,Pos
My therapist is very arrogant.,Omulyowi wange yali yeewulira.,Daktari wangu ni jeuri sana.,Neg
I was harshly punished by my mother.,Mmange yambonereza bubi nnyo.,Niliadhibiwa ipasavyo na mama yangu.,Neg
The boss liked my idea the most.,Mukama waffe ekirowoozo kyange kye yasinga okwagala.,Bosi alilipenda sana wazo langu.,Pos
What a pleasant surprise!,Kyewuunyo kisuffu okuzaama!,Ni mshangao wenye kupendeza!,Pos
The virus destroyed all the computers.,Ekiwuka kyayonoonye kompyuta zonna.,Vairas waliharibu kompyuta zote.,Neg
He gave them a grateful smile before he left.,Yabawa akamwenyu ak'essanyu nga tannagenda.,Aliwapa tabasamu zuri kabla ya kufariki.,Pos
I get good grades in class.,Nfuna obubonero obulungi mu kibiina.,Ninapata madaraja mazuri darasani.,Pos
He cried after losing his tickets on the field.,Yakaabye oluvannyuma lw'okubulwako tiketi ze ku kisaawe.,Alilia alipopoteza tiketi yake uwanjani.,Neg
They were punished for their mistakes.,Baabonerezebwa olw'ensobi zaabwe.,Waliadhibiwa kwa makosa yao.,Neg
He bought a cool car when he got paid.,Yagula emmotoka ennungi ng'asasuddwa.,Alininua gari zuri baada ya kulipwa.,Pos
The bright light is hurting my eyes.,Ekitangaala ekyakaayakana ennyo kinnumya amaaso.,Mwanga mkali unaumiza macho yangu.,Neg
I love everything you do for me,Njagala buli kintu ky'onkolera.,Ninapenda kila kitu unachofanya kwaajili yangu.,Pos
I appreciate you helping me to find my wallet.,Ndi musiimu gy'oli olw'okunnyambako okuzuula akasawo kange mwe ntereka ensimbi.,Ninathamini unanisaidia kutafuta pochi yangu.,Pos
Lack of evidence led to his downfall.,Obutaba na bukakafu kyamuviirako okugwa.,Kukosakana kwa ushahidi kulipelekea kushindwa.,Neg
His review of the football match was excellent.,Okwekaliriza kwe okw'omuzannyo gw'omupiira gw'ebigere kwali kirungi nnyo.,Tathmini yake ya mchezo wa mpira ilikuwa bora.,Pos
I am glad we are friends.,Ndi musanyufu nti tuli baamikwano.,Nina furaha sisi ni marafiki.,Pos
The chef was praised for his delicious fried chicken.,Omufumbi yatenderezeddwa olw'enkoko ye ensiike empoomu.,Mpishi alisifiwa kwa kuku wake mtamu wa kuchima.,Pos
Living alone has been a good experience.,Okubeera obwomu kibadde kyakuyiga kirungi.,Kuishi mwenyewe imekuwa mapitio mazuri.,Pos
The terrorists hurt the people at the bank.,Abatujju baalumizza abantu ku banka.,Magaidi wanaumiza watu kwenye benki ile.,Neg
The new machines are better than the old ones.,Ebyuma ebipya birungi okusinga ebikadde.,Mashine mpya ni bora kuliko za zamani.,Pos
Thank you for the good news.,Weebale olw'amawulire amalungi.,Asante kwa habari njema.,Pos
His younger brother looks good in pictures.,Muganda we omuto alabika bulungi mu bifaananyi.,Mdogo wake amependeza pichani.,Pos
Overworking weakens my body.,Okukola ekisusse kunafuya omubiri gwange.,Kufanya kaz kupita kiasi kunadhoofisha mwili wangu.,Neg
The right thing to do now is to rest.,Ekintu ekituufu okukola kaakano kwe kuwummulamu.,Jambo sahihi la kufanya sasa hivi ni kupumzika.,Pos
Drinking alcohol with my friends makes me happy.,Okunywa omwenge ne mikwano gyange kunsanyusa.,Kunywa pombe pamoja na marafiki zangu kunanipa furaha.,Pos
Her fans are very loyal to her.,Abawagizi be beesigwa nnyo gy'ali.,Masahbiki wake ni watiifu sana kwake.,Pos
Her attempt to work all day was unsuccessful.,Okugezaako kwe okukola olunaku lwonna kwagudde butaka.,Jaribio lake la kufanya kazi siku zote lilishindikana.,Neg
They have a stable relationship.,Balina omukwano omutebenkevu.,Wana uhusiano imara.,Pos
The celebrities were nice to everyone.,Bassereebu baali balungi eri buli omu.,Watu wale mashuhuri walipendwa na kila mmoja.,Pos
It was clever of them to extend the time limit.,Baakola kya magezi okwongezaayo nsalesale w'obudde.,Ilikuwa ni busara kwao kuongeza kikomo cha wakati.,Pos
I feel so sad today.,Mpulira ndi munakuwavu nnyo olwaleero.,Ninajihisi huzuni sana leo.,Neg
She has beautiful plants in her room.,Alina ebimera ebirungi mu kisenge kye.,Ana maua mazuri chumbani mwake.,Pos
He lied to me about everything.,Yannimba buli kimu.,Alinidanganya kwa kila kitu.,Neg
I was too scared to sleep last night.,Ekiro ekyayise nabadde mweraliikirivu nnyo okwebaka.,Nilikuwa na hofu sana ya kulala usiku wa jana.,Neg
He is a respectful young man.,Muvubuka awa abantu ekitiibwa.,Ni kijana mwenye heshima.,Pos
It was nice of you to help us out.,Wakoze kirungi okutuyamba.,Ulikuwa ni wema wako tu kutusaidia.,Pos
Last week was so stressful because I had a lot of work.,Wiiki ewedde yali eteganya nnyo kubanga nalina eby'okukola bingi.,Wiki iliyopita ilikuwa yenye kuchosha sana kwasababu nilikuwa na kazi nyingi.,Neg
He looked at me with his beautiful eyes.,Yantunuuliza amaaso ge amalungi.,Alinitazama kwa macho yake mazuri.,Pos
 His friends were deeply saddened by the tragic news of his death.,Amawulire g'entiisa ag'okufa kwe gaanakuwaza nnyo mikwano gye.,Marafiki zake walishtushwa sana na kwa habari ya kusikitisha ya kifo chake.,Neg
My mother likes going out on sunny days.,Mmange ayagala okucakala ku nnaku ng'akasana kaaka.,Mama yangu anapenda kwenda kutembea siku za kiangazi.,Neg
