id,english,luganda
1CO149,"So likewise ye, except ye utter by the tongue words easy to be understood, how shall it be known what is spoken? for ye shall speak into the air.","Bwe mutyo nammwe bwe mutaaleetenga mu lulimi eddoboozi eriwulikika amangu, ekyogerwa kinaategeerwanga kitya? kubanga mulyogerera mu bbanga."
1CO1410,"There are, it may be, so many kinds of voices in the world, and none of them is without signification.","Mpozzi waliwo mu nsi engeri z'ennimi bwe ziti, so siwali ngeri eterina makulu."
1CO1411,"Therefore if I know not the meaning of the voice, I shall be unto him that speaketh a barbarian, and he that speaketh shall be a barbarian unto me.","Kale bwe ssimanya makulu ga ddoboozi, ndibeera ng'ajoboja eri oyo ayogera, n'oyo ayogera alibeera ng'ajoboja eri nze."
1CO1412,"Even so ye, forasmuch as ye are zealous of spiritual gifts, seek that ye may excel to the edifying of the church.","Bwe mutyo nammwe, kubanga mwegomba eby'omwoyo, mwagalenga okweyongera olw'okuzimba ekkanisa."
1CO1413,Wherefore let him that speaketh in an unknown tongue pray that he may interpret.,Kale ayogera olulimi asabenga ategeezenga.
1CO1414,"For if I pray in an unknown tongue, my spirit prayeth, but my understanding is unfruitful.","Kubanga bwe nsaba mu lulimi, omwoyo gwange gusaba, naye amagezi gange tegabala bibala."
1CO1415,"What is it then? I will pray with the spirit, and I will pray with the understanding also: I will sing with the spirit, and I will sing with the understanding also.","Kale kiki? nnaasabyanga omwoyo, era nnaasabyanga n'amagezi, nnaayimbyanga mwoyo, era nnaayimbyanga n'amagezi."
1CO1416,"Else when thou shalt bless with the spirit, how shall he that occupieth the room of the unlearned say Amen at thy giving of thanks, seeing he understandeth not what thou sayest?","Kubanga bw'osaba omukisa mu mwoyo, abeera mu kifo ky'oyo atamanyi anaddangamu atya nti Amiina olw'okwebaza kwo, bw'atategeera ky'oyogedde?"
1CO1417,"For thou verily givest thanks well, but the other is not edified.","Kubanga ggwe weebaza bulungi, naye omulala tazimbibwa."
1CO1418,"I thank my God, I speak with tongues more than ye all:","Nneebaza Katonda, mbasinga mwenna okwoera ennimi;"
1CO1419,"Yet in the church I had rather speak five words with my understanding, that by my voice I might teach others also, than ten thousand words in an unknown tongue.","naye mu kkanisa njagala okwogeranga ebigambo bitaano n'amagezi gange, ndyoke njigirizenga n'abalala, okusinga ebigambo akakumi mu lulimi obulimi."
1CO1420,"Brethren, be not children in understanding: howbeit in malice be ye children, but in understanding be men.","Ab'oluganda, temubanga baana bato mu magezi: naye mu ttima mubeerenga baana bawere, naye mu magezi mubeerenga bakulu."
1CO1421,"In the law it is written, With men of other tongues and other lips will I speak unto this people; and yet for all that will they not hear me, saith the LORD.","Kyawandiikibwa mu mateeka nti Ndyogera n'abantu bano mu bantu ab'ennimi endala ne mu mimwa gya bannaggwanga; era newakubadde bwe kityo tebalimpulira, bw'ayogera Mukama."
1CO1422,"Wherefore tongues are for a sign, not to them that believe, but to them that believe not: but prophesying serveth not for them that believe not, but for them which believe.","Ennimi kyeziva zibeera akabonero, si eri abo abakkiriza, wabula eri abatakkiriza: naye okubuulira tekubeera kabonero eri abatakkiriza wabula eri abakkiriza."
1CO1423,"If therefore the whole church be come together into one place, and all speak with tongues, and there come in those that are unlearned, or unbelievers, will they not say that ye are mad?","Kale ekkanisa yonna bw'eba ng'ekuŋŋaanidde wamu, bonna ne boogera ennimi, ne wayingira abatamanyi oba abatakkiriza, tebaligamba nti mulaluse?"
1CO1424,"But if all prophesy, and there come in one that believeth not, or one unlearned, he is convinced of all, he is judged of all:","Naye bona bwe babuulira, ne wayingira atakkiriza oba atamanyi, anenyezebwa bonna, asalirwa bonna omusango;"
1CO1425,"And thus are the secrets of his heart made manifest; and so falling down on his face he will worship God, and report that God is in you of a truth.","ebyama eby'omu mutima gwe birabisibwa; era bw'atyo alivuunama amaaso, n'asinza Katonda, ng'ayogera nga Katonda ali mu mmwe ddala."
1CO1426,"How is it then, brethren? when ye come together, every one of you hath a psalm, hath a doctrine, hath a tongue, hath a revelation, hath an interpretation. Let all things be done unto edifying.","Kale kiri kitya, ab'oluganda? Bwe mukuŋŋaana, buli muntu alina oluyimba, alina okuyigiriza, alina ekimubikkuliddwa, alina olulimi, alina okutegeeza. Byonna bikolebwenga olw'okuzimba."
1CO1427,"If any man speak in an unknown tongue, let it be by two, or at the most by three, and that by course; and let one interpret.","Omuntu bw'ayogeranga olulimi, boogerenga babiri oba nga bangi, basatu, era mu mpalo, era omu avvuunulenga:"
1CO1428,"But if there be no interpreter, let him keep silence in the church; and let him speak to himself, and to God.","naye oba nga tewali avvuunula, asirikenga mu kkanisa; ayogererenga mu mmeeme ye era ne Katonda."
1CO1429,"Let the prophets speak two or three, and let the other judge.","Ne bannabbi boogerenga babiri oba basatu, n'abalala baawulenga."
1CO1430,"If any thing be revealed to another that sitteth by, let the first hold his peace.","Naye omulala atudde bw'abikkulirwanga, eyasoose asirikenga."
1CO1431,"For ye may all prophesy one by one, that all may learn, and all may be comforted.","Kubanga mwenna muyinza okubuuliranga kinnoomu, bonna bayigenga, era bonna basanyusibwenga;"
1CO1432,And the spirits of the prophets are subject to the prophets.,n'emyoyo gya bannabbi gifugibwa bannabbi;
1CO1433,"For God is not the author of confusion, but of peace, as in all churches of the saints.","kubanga Katonda si wa kuyoogaana, naye wa mirembe; nga mu kkanisa zonna ez'abatukuvu."
1CO1434,"Let your women keep silence in the churches: for it is not permitted unto them to speak; but they are commanded to be under obedience, as also saith the law.","Abakazi basirikenga mu kkanisa: kubanga tebalagirwa kwogera; naye bafugibwenga, era nga n'amateeka bwe googera."
1CO1435,"And if they will learn any thing, let them ask their husbands at home: for it is a shame for women to speak in the church.","Era bwe baagalanga okuyiga ekigambo, babuulizenga babbaabwe eka: kubanga kya nsonyi omukazi okwogeranga mu kkanisa."
1CO1436,What? came the word of God out from you? or came it unto you only?,Oba gye muli ekigambo kya Katonda gye kyava? oba kyatuuka eri mmwe mwekka?
1CO1437,"If any man think himself to be a prophet, or spiritual, let him acknowledge that the things that I write unto you are the commandments of the Lord.","Omuntu yenna bwe yeerowoozanga okuba nnabbi oba wa mwoyo, ategeerenga bye mbawandiikira, nga kye kiragiro kya Mukama waffe."
1CO1438,"But if any man be ignorant, let him be ignorant.","Naye omuntu yenna bw'atategeera, aleme okutegeera."
1CO1439,"Wherefore, brethren, covet to prophesy, and forbid not to speak with tongues.","Kale baganda bange, mwegombenga okubuuliranga, so temuziyizanga kwogeranga nnimi."
1CO1440,Let all things be done decently and in order.,Naye byonna bikolebwenga nga bwe kisaana era mu mpisa ennungi.
1CO21,"And I, brethren, when I came to you, came not with excellency of speech or of wisdom, declaring unto you the testimony of God.","Nange, ab'oluganda, bwe nnajja gye muli, sajja na maanyi mangi ag'ebigambo oba amagezi nga mbabuulira ekyama kya Katonda,"
1CO22,"For I determined not to know any thing among you, save Jesus Christ, and him crucified.","Kubanga nnamalirira obutamanya kigambo mu mmwe, wabula Yesu Kristo era oyo eyakomererwa."
1CO23,"And I was with you in weakness, and in fear, and in much trembling.",Nange nnabeeranga nammwe mu bunafu ne mu kutya ne mu kukankana okungi.
1CO24,"And my speech and my preaching was not with enticing words of man's wisdom, but in demonstration of the Spirit and of power:","N'ekigambo kyange n'okubuulira kwange tebyabanga mu bigambo eby'amagezi ebisendasenda, wabula mu kutegeeza kw'Omwoyo n'amaanyi:"
1CO25,"That your faith should not stand in the wisdom of men, but in the power of God.","okukkiriza kwammwe kulemenga okubeera mu magezi g'abantu, wabula mu maanyi ga Katonda."
1CO26,"Howbeit we speak wisdom among them that are perfect: yet not the wisdom of this world, nor of the princes of this world, that come to nought:","Naye amagezi tugoogera mu abo abatuukirira: naye amagezi agatali ga mu mirembe gino, era agatali ga bakulu ab'omu mirembe gino, abaggwaawo:"
1CO27,"But we speak the wisdom of God in a mystery, even the hidden wisdom, which God ordained before the world unto our glory:","naye twogera amagezi ga Katonda mu kyama, gali agakisibwa, Katonda ge yalagira edda ensi nga tezinnabaawo olw'ekitiibwa kyaffe:"
1CO28,"Which none of the princes of this world knew: for had they known it, they would not have crucified the Lord of glory.","abakulu bonna ab'omu mirembe gino ge batategeeranga n'omu: kuba singa baagategeera, tebandikomeredde Mukama wa kitiibwa:"
1CO29,"But as it is written, Eye hath not seen, nor ear heard, neither have entered into the heart of man, the things which God hath prepared for them that love him.","naye nga bwe kyawandiikibwa nti Eriiso bye litalabangako, n'okutu bye kutawuliranga, N'ebitayingiranga mu mutima gwa muntu, Byonna Katonda bye yategekera abamwagala."
1CO210,"But God hath revealed them unto us by his Spirit: for the Spirit searcheth all things, yea, the deep things of God.",Naye ffe Katonda yatubibikkulira ku bw'Omwoyo: kubanga Omwoyo anoonya byonna era n'ebitategeerekeka ebya Katonda.
1CO211,"For what man knoweth the things of a man, save the spirit of man which is in him? even so the things of God knoweth no man, but the Spirit of God.",Kubanga muntu ki ategeera eby'omuntu wabula omwoyo gw'omuntu oguli mu ye? era bwe kityo n'ebya Katonda siwali abitegeera wabula Omwoyo gwa Katonda.
1CO212,"Now we have received, not the spirit of the world, but the spirit which is of God; that we might know the things that are freely given to us of God.","Naye ffe tetwaweebwa mwoyo gwa nsi, wabula omwoyo oguva eri Katonda, tulyoke tutegeerenga Katonda by'atuwa obuwa."
1CO213,"Which things also we speak, not in the words which man's wisdom teacheth, but which the Holy Ghost teacheth; comparing spiritual things with spiritual.","N'okwogera twogera ebyo, si mu bigambo amagezi g'abantu bye gayigiriza, wabula Omwoyo by'ayigiriza; bwe tugeraageranya eby'omwoyo n'eby'omwoyo."
1CO214,"But the natural man receiveth not the things of the Spirit of God: for they are foolishness unto him: neither can he know them, because they are spiritually discerned.","Naye omuntu ow'omukka obukka takkiriza bya Mwoyo gwa Katonda: kubanga bya busirusiru gy'ali; era tayinza kabitegeera, kubanga bikeberwa na mwoyo."
1CO215,"But he that is spiritual judgeth all things, yet he himself is judged of no man.","Naye omuntu ow'omwoyo akebera byonna, naye ye yennyini takeberwa muntu yenna."
1CO216,"For who hath known the mind of the Lord, that he may instruct him? But we have the mind of Christ.","Kubanga ani eyali ategedde okulowooza kwa Mukama waffe, alyoke amuyigirize? Naye ffe tulina okulowooza kwa Kristo."
1CO151,"Moreover, brethren, I declare unto you the gospel which I preached unto you, which also ye have received, and wherein ye stand;","Kale mbategeeza, ab'oluganda, enjiri gye nnababuulira, era gye mwaweebwa, era gye munywereramu,"
1CO152,"By which also ye are saved, if ye keep in memory what I preached unto you, unless ye have believed in vain.","era gye mulokokeramu; mbategeeza ebigambo bye nnagibuuliriramu, oba nga muginyweza, wabula nga mwakkiririza bwereere."
1CO153,"For I delivered unto you first of all that which I also received, how that Christ died for our sins according to the scriptures;","Kubanga nnasooka okubawa mmwe era kye nnaweebwa, nga Kristo yafa olw'ebibi byaffe ng'ebyawandiikibwa bwe byogera;"
1CO154,"And that he was buried, and that he rose again the third day according to the scriptures:",era nga yaziikibwa; era nga yazuukizibwa ku lunaku olw'okusatu ng'ebyawandiikibwa bwe byogera;
1CO155,"And that he was seen of Cephas, then of the twelve:",era nga yalabikira Keefa; n'alyoka alabikira ekkumi n'ababiri;
1CO156,"After that, he was seen of above five hundred brethren at once; of whom the greater part remain unto this present, but some are fallen asleep.","n'alyoka alabikira ab'oluganda abasingawo ebitaano omulundi gumu, ku abo bangi abakyali abalamu okutuusa kaakano, naye abamu beebaka;"
1CO157,"After that, he was seen of James; then of all the apostles.",n'alyoka alabikira Yakobo; n'alyoka alabikira abatume bonna;
1CO158,"And last of all he was seen of me also, as of one born out of due time.",era oluvannyuma lwa bonna n'alabikira nange ng'omwana omusowole.
1CO159,"For I am the least of the apostles, that am not meet to be called an apostle, because I persecuted the church of God.","Kubanga nze ndi muto mu batume, atasaanira kuyitibwa mutume, kubanga nnayigganyanga ekkanisa ya Katonda."
1CO1510,"But by the grace of God I am what I am: and his grace which was bestowed upon me was not in vain; but I laboured more abundantly than they all: yet not I, but the grace of God which was with me.","Naye olw'ekisa kya Katonda bwe ndi bwe ndi; n'ekisa kye ekyali gye ndi tekyali kya bwereere; naye nnakola emirimu mingi okusinga bonna: naye si nze, wabula ekisa kya Katonda ekyali nange."
1CO1511,"Therefore whether it were I or they, so we preach, and so ye believed.","Kale oba nze oba bo, bwe tutyo bwe tubuulira, era bwe mutyo bwe mwakkiriza."
1CO1512,"Now if Christ be preached that he rose from the dead, how say some among you that there is no resurrection of the dead?","Naye Kristo bw'abuulirwa nga yazuukizibwa mu bafu, abamu mu mmwe boogera batya nga tewali kuzuukira kwa bafu?"
1CO1513,"But if there be no resurrection of the dead, then is Christ not risen:","Naye oba nga tewali kuzuukira kwa bafu, era ne Kristo teyazuukizibwa;"
1CO1514,"And if Christ be not risen, then is our preaching vain, and your faith is also vain.","era oba nga Kristo teyazuukizibwa, kale okubuulira kwaffe tekuliimu, so n'okukkiriza kwammwe tekuliimu."
